oem,ownerNo,transmission,km,modelYear,Fuel Type,Engine Displacement,Mileage,Max Power,model,Gear Box,bt,price
Mahindra,1.0,Manual,50000.0,2013.0,Diesel,1949.5,15.1,140.0,Mahindra XUV500,6.0,SUV,500000.0
Maruti,2.0,Manual,110000.0,2011.0,Diesel,1248.0,19.3,73.9,Maruti Swift Dzire,5.0,Sedan,250000.0
Skoda,1.0,Manual,20000.0,2022.0,Petrol,999.0,19.47,113.98,Skoda Slavia,6.0,Sedan,1473000.0
Maruti,3.5,Manual,100000.0,2018.0,Diesel,1248.0,27.999999999999996,74.02,Maruti Swift Dzire,5.0,Sedan,650000.0
Maruti,2.0,Manual,80000.0,2009.0,Petrol,1586.0,15.5,103.3,Maruti SX4,5.0,Sedan,175000.0
Ford,1.0,Manual,76800.0,2018.0,Diesel,1498.0,21.7,98.96,Ford Ecosport,5.0,SUV,750000.0
Maruti,1.0,Automatic,71711.0,2017.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,3.5,Hatchback,690000.0
Maruti,1.0,Manual,28406.0,2019.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,714000.0
Skoda,1.0,Automatic,50000.0,2020.0,Petrol,1798.0,14.67,177.46,Skoda Superb,7.0,Sedan,1775000.0
Maruti,1.0,Manual,53615.0,2019.0,Petrol,998.0,25.24,65.71,Maruti Celerio,5.0,Hatchback,492000.0
Hyundai,2.0,Manual,33959.0,2015.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,401000.0
Honda,2.0,Manual,65300.0,2016.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,475000.0
Jeep,1.0,Manual,49000.0,2020.0,Diesel,1949.5,17.1,170.63,Jeep Compass,6.0,SUV,1700000.0
Maruti,2.0,Manual,81000.0,2014.0,Diesel,1248.0,19.3,73.9,Maruti Swift Dzire,5.0,Sedan,525000.0
Hyundai,3.0,Manual,70000.0,2014.0,Petrol,998.0,20.3,68.05,Hyundai EON,5.0,Hatchback,175000.0
Hyundai,3.0,Manual,150000.0,2010.0,CNG,1086.0,11.88,62.1,Hyundai Santro Xing,5.0,Hatchback,130000.0
Kia,1.0,Manual,62000.0,2021.0,Diesel,1493.0,18.4,98.63,Kia Sonet,6.0,SUV,1150000.0
Maruti,1.0,Manual,40000.0,2020.0,Diesel,1248.0,24.3,88.5,Maruti Vitara Brezza,5.0,SUV,934000.0
Volkswagen,1.0,Manual,110000.0,2013.0,Diesel,1598.0,20.54,103.6,Volkswagen Vento,5.0,Sedan,360000.0
Tata,1.0,Manual,30000.0,2019.0,Petrol,1198.0,17.0,108.5,Tata Nexon,6.0,SUV,710000.0
Maruti,2.0,Manual,90000.0,2007.0,Petrol,796.0,24.7,47.3,Maruti Alto 800,5.0,Hatchback,150000.0
Chevrolet,1.0,Manual,120000.0,2017.0,Diesel,1949.5,17.9,163.7,Chevrolet Cruze,6.0,Sedan,650000.0
Honda,3.5,Manual,90000.0,2014.0,Diesel,1498.0,25.8,98.6,Honda Amaze,5.0,Sedan,350000.0
Skoda,1.0,Automatic,41521.0,2019.0,Petrol,1798.0,15.1,177.67499999999998,Skoda Octavia,7.0,Sedan,1775000.0
Toyota,1.0,Manual,80000.0,2016.0,Diesel,1949.5,12.99,100.6,Toyota Innova,5.0,MUV,1100000.0
Toyota,1.0,Manual,76000.0,2019.0,Petrol,1197.0,22.35,88.5,Toyota Glanza,5.0,Hatchback,625000.0
Hyundai,2.0,Manual,100977.0,2018.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,496000.0
Maruti,1.0,Manual,23793.0,2015.0,Diesel,1248.0,24.52,88.5,Maruti Ertiga,5.0,MUV,899000.0
Honda,1.0,Manual,81000.0,2015.0,Diesel,1498.0,25.1,98.6,Honda City,6.0,Sedan,675000.0
Mahindra,1.0,Manual,43867.0,2021.0,Diesel,1493.0,17.29,100.0,Mahindra Bolero Neo,5.0,SUV,910000.0
Tata,1.0,Manual,35000.0,2019.0,Diesel,1497.0,23.22,113.42,Tata Nexon,6.0,SUV,830000.0
Hyundai,2.0,Automatic,125000.0,2016.0,Diesel,1582.0,17.01,126.2,Hyundai Creta,6.0,SUV,950000.0
Hyundai,2.0,Manual,83000.0,2019.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,470000.0
BMW,1.0,Automatic,300.0,2023.0,Petrol,1949.5,19.227390440730282,177.67499999999998,BMW X3,7.5,SUV,1775000.0
Hyundai,1.0,Manual,84000.0,2017.0,Diesel,1396.0,21.38,88.7,Hyundai Creta,6.0,SUV,850000.0
Tata,1.0,Manual,10000.0,2023.0,Petrol,1199.0,19.01,84.82,Tata Tiago,5.0,Hatchback,665000.0
Hyundai,1.0,Automatic,64000.0,2022.0,Diesel,1493.0,19.227390440730282,113.45,Hyundai Creta,6.0,SUV,1775000.0
Maruti,3.5,Manual,90000.0,2009.0,Petrol,796.0,19.7,46.3,Maruti Alto,5.0,Hatchback,120000.0
Honda,2.0,Automatic,56000.0,2019.0,Petrol,1199.0,18.2,88.7,Honda Jazz,5.0,Hatchback,600000.0
Ford,2.0,Manual,120000.0,2013.0,Diesel,1498.0,22.7,89.84,Ford Ecosport,5.0,SUV,360000.0
Hyundai,1.0,Manual,75000.0,2015.0,Diesel,1396.0,22.54,88.73,Hyundai i20,6.0,Hatchback,625000.0
Honda,1.0,Manual,26633.0,2019.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,740000.0
Maruti,2.0,Manual,100000.0,2009.0,Petrol,796.0,19.7,46.3,Maruti Alto,5.0,Hatchback,142000.0
Hyundai,1.0,Manual,4527.0,2022.0,Petrol,1086.0,20.3,68.05,Hyundai Santro,5.0,Hatchback,575000.0
Datsun,1.0,Automatic,25446.0,2017.0,Petrol,999.0,23.0,67.0,Datsun RediGO,5.0,Hatchback,321000.0
Honda,1.0,Manual,50923.0,2019.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,680000.0
Maruti,1.0,Manual,56123.0,2017.0,Diesel,1248.0,24.3,88.5,Maruti Vitara Brezza,5.0,SUV,825000.0
Maruti,1.0,Manual,64984.0,2015.0,Petrol,998.0,20.51,67.04,Maruti Wagon R,5.0,Hatchback,396000.0
Maruti,2.0,Automatic,77561.0,2019.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,3.5,Hatchback,742000.0
Maruti,1.0,Manual,90000.0,2018.0,Diesel,1248.0,25.1,88.5,Maruti SX4 S Cross,5.0,SUV,851000.0
Maruti,1.0,Manual,85123.0,2018.0,Diesel,1248.0,24.3,88.5,Maruti Vitara Brezza,5.0,SUV,840000.0
Honda,1.0,Manual,90456.0,2019.0,Diesel,1498.0,25.6,97.9,Honda City,6.0,Sedan,851000.0
Jeep,1.0,Manual,94215.0,2017.0,Diesel,1949.5,17.1,170.0,Jeep Compass,6.0,SUV,1300000.0
Mahindra,2.0,Manual,76200.0,2016.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,970000.0
Honda,1.0,Manual,59000.0,2019.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,775000.0
Maruti,1.0,Manual,112000.0,2017.0,Diesel,1248.0,27.999999999999996,88.5,Maruti Ciaz,5.0,Sedan,700000.0
Maruti,1.0,Manual,20000.0,2023.0,Petrol,1462.0,17.38,101.65,Maruti Brezza,5.0,SUV,1100000.0
Tata,1.0,Automatic,20000.0,2020.0,Petrol,1198.0,17.0,108.5,Tata Nexon,6.0,SUV,915000.0
Volkswagen,1.0,Automatic,46100.0,2021.0,Petrol,1498.0,17.88,147.51,Volkswagen Taigun,7.0,SUV,1775000.0
Maruti,1.0,Manual,51374.0,2020.0,Petrol,1197.0,21.01,81.8,Maruti Baleno,5.0,Hatchback,600000.0
Maruti,1.0,Manual,40000.0,2019.0,Diesel,1248.0,24.3,88.5,Maruti Vitara Brezza,5.0,SUV,900000.0
Maruti,2.0,Manual,110000.0,2019.0,Petrol,998.0,23.1,67.04,Maruti Celerio,5.0,Hatchback,400000.0
Maruti,3.5,Manual,120000.0,2015.0,Diesel,1248.0,24.52,88.5,Maruti Ertiga,5.0,MUV,540000.0
Honda,3.0,Manual,48089.0,2018.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,640000.0
Honda,2.0,Manual,51046.0,2018.0,Petrol,1497.0,17.4,117.6,Honda City,5.0,Sedan,798000.0
Hyundai,1.0,Manual,62134.0,2015.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,385000.0
Honda,1.0,Manual,54256.0,2016.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,485000.0
Maruti,2.0,Manual,118046.0,2017.0,Petrol,1373.0,20.73,91.1,Maruti Ciaz,5.0,Sedan,528000.0
Skoda,1.0,Manual,44461.0,2021.0,Petrol,999.0,19.2,113.98,Skoda Kushaq,6.0,SUV,1000000.0
Hyundai,1.0,Manual,80000.0,2020.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,545000.0
Toyota,2.0,Manual,125000.0,2015.0,Diesel,1949.5,12.8,102.0,Toyota Innova,5.0,MUV,835000.0
Mahindra,2.0,Manual,120000.0,2013.0,Diesel,1949.5,12.05,120.0,Mahindra Scorpio,5.0,SUV,635000.0
Maruti,1.0,Manual,70123.0,2017.0,Petrol,1373.0,20.73,91.1,Maruti Ciaz,5.0,Sedan,621000.0
Hyundai,1.0,Manual,80000.0,2016.0,Diesel,1396.0,21.38,88.7,Hyundai Creta,6.0,SUV,850000.0
Honda,1.0,Manual,80000.0,2019.0,Petrol,1497.0,17.4,117.6,Honda City,5.0,Sedan,980000.0
Mitsubishi,3.0,Manual,120000.0,2007.0,Diesel,1949.5,10.5,107.2,Mitsubishi Pajero,5.0,SUV,450000.0
Mercedes-Benz,1.0,Automatic,114756.0,2015.0,Diesel,1949.5,15.26,177.67499999999998,Mercedes-Benz M-Class,7.0,SUV,1775000.0
Maruti,1.0,Manual,23793.0,2016.0,Diesel,1248.0,24.52,88.5,Maruti Ertiga,5.0,MUV,899000.0
Toyota,2.0,Manual,100181.0,2011.0,Diesel,1949.5,11.5,171.0,Toyota Fortuner,5.0,SUV,1200000.0
Maruti,1.0,Manual,60000.0,2016.0,Petrol,998.0,21.63,67.05,Maruti Celerio,5.0,Hatchback,360000.0
Kia,1.0,Manual,16858.0,2019.0,Petrol,1353.0,16.5,138.08,Kia Seltos,6.0,SUV,1395000.0
Mahindra,2.0,Manual,80000.0,2017.0,Diesel,1493.0,18.49,100.0,Mahindra TUV 300,5.0,SUV,600000.0
Renault,1.0,Manual,7414.0,2022.0,Petrol,799.0,22.25,53.26,Renault KWID,5.0,Hatchback,453000.0
Ford,1.0,Manual,18206.0,2020.0,Petrol,1194.0,18.5,94.93,Ford Figo,5.0,Hatchback,534000.0
Honda,2.0,Manual,77000.0,2016.0,Petrol,1497.0,17.8,117.3,Honda City,5.0,Sedan,610000.0
Ford,1.0,Manual,56569.0,2019.0,Diesel,1498.0,23.0,98.96,Ford Ecosport,5.0,SUV,709000.0
Skoda,1.0,Manual,44461.0,2021.0,Petrol,999.0,19.47,113.98,Skoda Slavia,6.0,Sedan,1000000.0
Maruti,2.0,Manual,40000.0,2019.0,Petrol,796.0,22.05,47.33,Maruti Alto 800,5.0,Hatchback,320000.0
Maruti,1.0,Manual,20000.0,2022.0,Petrol,1197.0,22.41,88.5,Maruti Swift Dzire,5.0,Sedan,890000.0
Honda,1.0,Manual,30000.0,2020.0,Petrol,1199.0,18.6,88.76,Honda Amaze,5.0,Sedan,725000.0
Jeep,1.0,Manual,120000.0,2017.0,Diesel,1949.5,17.1,170.0,Jeep Compass,6.0,SUV,1150000.0
Hyundai,2.0,Automatic,90000.0,2017.0,Diesel,1582.0,17.01,126.2,Hyundai Creta,6.0,SUV,1010000.0
Honda,1.0,Manual,43919.0,2016.0,Diesel,1498.0,21.9,98.6,Honda BR-V,6.0,SUV,790000.0
Hyundai,1.0,Manual,80000.0,2015.0,Diesel,1582.0,19.67,126.2,Hyundai Creta,6.0,SUV,888000.0
Hyundai,2.0,Automatic,72602.0,2016.0,Diesel,1582.0,19.08,126.2,Hyundai Verna,4.0,Sedan,695000.0
Hyundai,1.0,Manual,86000.0,2016.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,425000.0
Renault,1.0,Manual,32355.0,2020.0,Petrol,999.0,21.46,67.06,Renault KWID,5.0,Hatchback,425000.0
Hyundai,2.0,Manual,40000.0,2021.0,Petrol,1197.0,21.0,81.8,Hyundai i20,5.0,Hatchback,710000.0
Honda,1.0,Manual,30000.0,2020.0,Petrol,1498.0,18.6,119.35,Honda City,6.0,Sedan,1060000.0
BMW,1.0,Automatic,94724.0,2016.0,Diesel,1949.5,17.05,177.67499999999998,BMW X1,7.5,SUV,1775000.0
Volvo,1.0,Automatic,72916.0,2017.0,Diesel,1949.5,19.6,177.67499999999998,Volvo S60 Cross Country,6.0,Sedan,1775000.0
Maruti,1.0,Manual,100000.0,2016.0,Petrol,998.0,20.51,67.04,Maruti Wagon R,5.0,Hatchback,400000.0
Skoda,1.0,Automatic,41521.0,2019.0,Petrol,1798.0,15.1,177.0,Skoda Octavia,7.0,Sedan,1775000.0
Tata,2.0,Manual,76065.0,2019.0,Petrol,1198.0,17.0,108.5,Tata Nexon,6.0,SUV,723000.0
Maruti,2.0,Manual,9909.0,2022.0,Petrol,1197.0,22.35,88.5,Maruti Baleno,5.0,Hatchback,790000.0
Honda,2.0,Manual,37811.0,2018.0,Petrol,1497.0,17.4,117.6,Honda City,5.0,Sedan,795000.0
Tata,3.0,Manual,60000.0,2014.0,Diesel,1248.0,21.02,88.76,Tata Manza,5.0,Sedan,252000.0
Volkswagen,2.0,Manual,120000.0,2015.0,Diesel,1498.0,20.34,103.2,Volkswagen Vento,5.0,Sedan,610000.0
Audi,1.0,Automatic,42840.0,2015.0,Diesel,1949.5,20.38,143.0,Audi A3,6.0,Sedan,1775000.0
Mahindra,1.0,Manual,60000.0,2019.0,Petrol,1197.0,17.0,110.0,Mahindra XUV300,6.0,SUV,1020000.0
Tata,1.0,Manual,120000.0,2013.0,Diesel,1248.0,18.0,64.975,Tata Indica,5.0,Hatchback,200000.0
Maruti,2.0,Manual,70000.0,2018.0,Petrol,1197.0,21.21,81.8,Maruti Swift,5.0,Hatchback,650000.0
MG,1.0,Automatic,8401.0,2022.0,Petrol,1498.0,14.82,108.49,MG Astor,7.5,SUV,1425000.0
Kia,1.0,Automatic,16275.0,2022.0,Petrol,1353.0,16.5,138.05,Kia Carens,7.0,MUV,1775000.0
Ford,1.0,Manual,30000.0,2019.0,Petrol,1497.0,17.0,121.36,Ford Ecosport,5.0,SUV,630000.0
Kia,1.0,Manual,22289.0,2021.0,Petrol,1497.0,16.8,113.43,Kia Seltos,6.0,SUV,1450000.0
Renault,1.0,Manual,70123.0,2018.0,Petrol,999.0,23.01,67.0,Renault KWID,5.0,Hatchback,285000.0
Renault,1.0,Manual,50123.0,2019.0,Petrol,999.0,20.0,71.01,Renault Triber,5.0,MUV,535000.0
Maruti,1.0,Automatic,70123.0,2018.0,Petrol,998.0,21.63,67.05,Maruti Celerio,5.0,Hatchback,435000.0
Hyundai,3.0,Manual,100000.0,2016.0,Petrol,814.0,21.1,55.2,Hyundai EON,5.0,Hatchback,230000.0
Mahindra,3.0,Manual,110000.0,2014.0,Diesel,1949.5,15.1,140.0,Mahindra XUV500,6.0,SUV,550000.0
Volkswagen,1.0,Manual,99643.0,2017.0,Diesel,1498.0,21.66,108.62,Volkswagen Ameo,5.0,Sedan,574000.0
Honda,1.0,Manual,103116.0,2017.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,589000.0
Chevrolet,1.0,Manual,120000.0,2017.0,Diesel,1248.0,22.1,74.0,Chevrolet Sail,5.0,Sedan,350000.0
Maruti,1.0,Automatic,43202.0,2017.0,Petrol,998.0,23.95,67.1,Maruti Alto K10,5.0,Hatchback,377000.0
Volkswagen,1.0,Manual,57671.0,2017.0,Petrol,1198.0,17.0,73.75,Volkswagen Ameo,5.0,Sedan,544000.0
Hyundai,3.0,Manual,70000.0,2014.0,Petrol,998.0,20.3,68.05,Hyundai EON,5.0,Hatchback,225000.0
MG,1.0,Automatic,40000.0,2021.0,Petrol,1451.0,16.56,141.0,MG Hector Plus,6.0,SUV,1700000.0
Maruti,2.0,Manual,60000.0,2017.0,Petrol,1373.0,20.73,91.1,Maruti Ciaz,5.0,Sedan,600000.0
Maruti,1.0,Manual,60000.0,2021.0,Petrol,1462.0,17.03,103.26,Maruti Vitara Brezza,5.0,SUV,870000.0
Mercedes-Benz,1.0,Automatic,74700.0,2019.0,Diesel,1949.5,17.9,136.0,Mercedes-Benz CLA,7.0,Sedan,1775000.0
Maruti,3.0,Manual,110000.0,2015.0,Diesel,1248.0,26.59,74.0,Maruti Swift Dzire,5.0,Sedan,500000.0
Hyundai,3.5,Manual,100000.0,2010.0,Petrol,1086.0,19.81,68.05,Hyundai i10,5.0,Hatchback,180000.0
Maruti,1.0,Manual,60000.0,2020.0,Petrol,1462.0,20.65,103.25,Maruti Ciaz,5.0,Sedan,800000.0
Jeep,1.0,Manual,62000.0,2018.0,Diesel,1949.5,17.1,170.63,Jeep Compass,6.0,SUV,1500000.0
BMW,2.0,Automatic,120000.0,2012.0,Diesel,1949.5,16.09,177.67499999999998,BMW X3,7.5,SUV,850000.0
Renault,2.0,Manual,90000.0,2014.0,Diesel,1461.0,21.64,84.8,Renault Scala,5.0,Sedan,270000.0
Hyundai,3.0,Manual,120000.0,2013.0,Diesel,1582.0,22.32,126.3,Hyundai Verna,4.0,Sedan,410000.0
Maruti,1.0,Manual,40000.0,2019.0,Petrol,1462.0,21.56,103.25,Maruti Ciaz,5.0,Sedan,725000.0
Maruti,2.0,Manual,60000.0,2020.0,Petrol,1462.0,17.03,103.26,Maruti Vitara Brezza,5.0,SUV,900000.0
Maruti,1.0,Manual,50000.0,2018.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,625000.0
Maruti,1.0,Manual,42811.0,2019.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,665000.0
Maruti,1.0,Manual,82558.0,2018.0,Petrol,998.0,21.63,67.0,Maruti Celerio X,5.0,Hatchback,453000.0
Maruti,1.0,Manual,40000.0,2019.0,Petrol,1462.0,21.56,103.25,Maruti Ciaz,5.0,Sedan,750000.0
Ford,1.0,Manual,104521.0,2018.0,Diesel,1498.0,23.0,98.96,Ford Ecosport,5.0,SUV,692000.0
Maruti,1.0,Manual,95745.0,2018.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,525000.0
Hyundai,1.0,Manual,78000.0,2018.0,Diesel,1120.0,24.0,70.0,Hyundai Grand i10,5.0,Hatchback,480000.0
BMW,3.0,Automatic,90000.0,2013.0,Diesel,1949.5,18.88,177.67499999999998,BMW 3 Series,7.5,Sedan,1100000.0
Skoda,3.0,Manual,150000.0,2009.0,Diesel,1896.0,17.0,105.0,Skoda Laura,5.0,Sedan,250000.0
Maruti,2.0,Manual,70000.0,2020.0,Petrol,1197.0,21.01,81.8,Maruti Baleno,5.0,Hatchback,680000.0
Honda,2.0,Manual,90000.0,2014.0,Diesel,1498.0,26.0,98.6,Honda City,6.0,Sedan,550000.0
Honda,2.0,Manual,100000.0,2006.5,Petrol,1949.5,11.9,144.0,Honda New Accord,5.0,Sedan,270000.0
Honda,2.0,Automatic,80000.0,2013.0,Petrol,1949.5,11.1,158.8,Honda CR-V,5.0,SUV,1025000.0
Audi,1.0,Automatic,150000.0,2017.0,Diesel,1949.5,14.75,177.67499999999998,Audi Q7,7.5,SUV,1775000.0
Hyundai,3.0,Manual,90000.0,2016.0,Diesel,1582.0,23.9,126.2,Hyundai Verna,6.0,Sedan,650000.0
Audi,1.0,Automatic,60091.0,2013.0,Diesel,1949.5,14.16,174.3,Audi Q5,7.0,SUV,1750000.0
Toyota,1.0,Manual,155000.0,2012.0,Diesel,1949.5,12.55,168.5,Toyota Fortuner,5.0,SUV,1325000.0
Maruti,2.0,Manual,42000.0,2016.0,Petrol,796.0,24.7,47.3,Maruti Alto 800,5.0,Hatchback,265000.0
Renault,1.0,Manual,37724.0,2022.0,Petrol,999.0,19.17,71.01,Renault Kiger,5.0,SUV,675000.0
Ford,1.0,Manual,120000.0,2011.0,Diesel,1399.0,20.0,68.0,Ford Figo,5.0,Hatchback,100000.0
Maruti,1.0,Manual,100227.0,2014.0,Diesel,1248.0,20.77,88.8,Maruti Ertiga,5.0,MUV,634000.0
Hyundai,1.0,Manual,94112.0,2017.0,Petrol,1197.0,20.14,81.86,Hyundai Xcent,5.0,Sedan,458000.0
Toyota,1.0,Manual,23848.0,2021.0,Petrol,1462.0,17.03,103.26,Toyota Urban cruiser,5.0,SUV,940000.0
Maruti,3.0,Manual,43349.0,2015.0,Petrol,998.0,20.51,67.04,Maruti Wagon R,5.0,Hatchback,327000.0
Maruti,3.0,Manual,64394.0,2012.0,Diesel,1248.0,20.77,88.8,Maruti Ertiga,5.0,MUV,459000.0
Kia,1.0,Manual,17353.0,2021.0,Petrol,1497.0,16.8,113.43,Kia Seltos,6.0,SUV,1390000.0
Maruti,2.0,Manual,30000.0,2009.0,Petrol,1061.0,18.9,67.0,Maruti Wagon R,5.0,Hatchback,160000.0
Hyundai,3.0,Manual,80000.0,2006.5,Petrol,1086.0,17.0,62.12142857142857,Hyundai Santro Xing,5.0,Hatchback,105000.0
Maruti,1.0,Manual,70000.0,2016.0,Diesel,1248.0,26.8,74.0,Maruti Ignis,5.0,Hatchback,295000.0
Renault,1.0,Manual,10000.0,2021.0,Petrol,799.0,22.3,53.26,Renault KWID,5.0,Hatchback,445000.0
Kia,1.0,Manual,49017.0,2020.0,Diesel,1493.0,20.8,113.43,Kia Seltos,6.0,SUV,1525000.0
Hyundai,1.0,Manual,120000.0,2015.0,Diesel,1396.0,21.38,88.7,Hyundai Creta,6.0,SUV,700000.0
Kia,1.0,Manual,80000.0,2019.0,Petrol,1353.0,16.8,113.43,Kia Seltos,6.0,SUV,1300000.0
Maruti,1.0,Manual,50000.0,2018.0,Petrol,998.0,20.51,67.04,Maruti Wagon R,5.0,Hatchback,390000.0
Maruti,1.0,Automatic,40000.0,2016.0,Petrol,998.0,20.51,67.0,Maruti Wagon R,5.0,Hatchback,350000.0
Renault,1.0,Manual,60000.0,2021.0,Petrol,799.0,22.3,53.26,Renault KWID,5.0,Hatchback,450000.0
Maruti,2.0,Manual,70000.0,2014.0,Diesel,1248.0,25.2,74.0,Maruti Swift,5.0,Hatchback,450000.0
Hyundai,1.0,Manual,87000.0,2019.0,Diesel,1493.0,23.7,98.6,Hyundai Venue,6.0,SUV,950000.0
BMW,1.0,Automatic,96330.0,2017.0,Diesel,1949.5,18.12,177.67499999999998,BMW 5 Series,7.5,Sedan,1775000.0
Maruti,2.0,Manual,81040.0,2015.0,Diesel,1248.0,25.2,74.0,Maruti Swift,5.0,Hatchback,446000.0
Volkswagen,1.0,Automatic,112625.0,2018.0,Petrol,1197.0,17.21,103.5,Volkswagen Polo,7.0,Hatchback,672000.0
Hyundai,1.0,Manual,58374.0,2018.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,500000.0
Hyundai,2.0,Manual,31733.0,2014.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,409000.0
Maruti,1.0,Manual,49616.0,2019.0,Diesel,1248.0,27.39,74.0,Maruti Baleno,5.0,Hatchback,759000.0
Honda,1.0,Manual,70000.0,2018.0,Petrol,1497.0,17.4,117.6,Honda City,5.0,Sedan,825000.0
Maruti,1.0,Manual,68000.0,2016.0,Diesel,1248.0,26.21,88.5,Maruti Ciaz,5.0,Sedan,670000.0
Tata,1.0,Manual,120000.0,2011.0,Diesel,1396.0,23.57,70.0,Tata Indigo,5.0,Sedan,200000.0
Ford,2.0,Manual,50000.0,2015.0,Petrol,1499.0,15.85,110.4,Ford Ecosport,5.0,SUV,600000.0
Hyundai,2.0,Manual,120000.0,2014.0,Diesel,1582.0,22.7,126.24,Hyundai Elantra,6.0,Sedan,600000.0
Mercedes-Benz,1.0,Automatic,116544.0,2019.0,Diesel,1949.5,11.0,177.67499999999998,Mercedes-Benz GLS,7.5,SUV,1775000.0
Honda,1.0,Manual,49580.0,2010.0,Petrol,1198.0,16.0,90.0,Honda Jazz,5.0,Hatchback,325000.0
Mahindra,2.0,Manual,56031.0,2017.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,1195000.0
Kia,1.0,Automatic,15285.0,2022.0,Diesel,1493.0,19.227390440730282,114.41,Kia Carens,6.0,MUV,1775000.0
Tata,1.0,Manual,4437.0,2022.0,Petrol,1199.0,19.01,84.82,Tata Tiago,5.0,Hatchback,590000.0
Maruti,1.0,Manual,24590.0,2018.0,Petrol,998.0,20.51,67.04,Maruti Wagon R,5.0,Hatchback,410000.0
Maruti,1.0,Manual,20000.0,2022.0,Petrol,1197.0,21.01,81.8,Maruti Baleno,5.0,Hatchback,700000.0
Hyundai,1.0,Manual,70456.0,2013.0,Petrol,1197.0,18.5,82.85,Hyundai i20,5.0,Hatchback,325000.0
Skoda,1.0,Manual,20000.0,2022.0,Petrol,999.0,19.47,113.98,Skoda Slavia,6.0,Sedan,1490000.0
Hyundai,1.0,Manual,120000.0,2013.0,Petrol,1197.0,18.5,82.85,Hyundai i20,5.0,Hatchback,311000.0
Hyundai,2.0,Manual,50889.0,2016.0,Diesel,1582.0,23.9,126.2,Hyundai Verna,6.0,Sedan,701000.0
Maruti,1.0,Manual,76043.0,2012.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,371000.0
Mercedes-Benz,1.0,Automatic,10200.0,2019.0,Petrol,1949.5,11.5,177.67499999999998,Mercedes-Benz GLC,7.5,SUV,1775000.0
Hyundai,1.0,Manual,55890.0,2014.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,349000.0
Honda,2.0,Manual,81984.0,2016.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,475000.0
Honda,2.0,Manual,70123.0,2014.0,Petrol,1198.0,19.4,86.8,Honda Brio,5.0,Hatchback,290000.0
Renault,1.0,Manual,60000.0,2021.0,Petrol,799.0,22.3,53.26,Renault KWID,5.0,Hatchback,445000.0
Maruti,3.0,Manual,110000.0,2010.0,Petrol,796.0,19.7,46.3,Maruti Alto,5.0,Hatchback,150000.0
Maruti,1.0,Manual,40000.0,2019.0,Petrol,1462.0,21.56,103.25,Maruti Ciaz,5.0,Sedan,690000.0
Toyota,1.0,Manual,90000.0,2018.0,Diesel,1949.5,14.24,174.5,Toyota Fortuner,6.0,SUV,1775000.0
Renault,1.0,Manual,50000.0,2017.0,Petrol,999.0,23.01,67.0,Renault KWID,5.0,Hatchback,360000.0
Maruti,1.0,Automatic,50000.0,2020.0,Petrol,1197.0,21.21,81.8,Maruti Swift Dzire,5.0,Sedan,750000.0
Maruti,1.0,Manual,56805.0,2013.0,Diesel,1248.0,23.4,74.0,Maruti Swift Dzire,5.0,Sedan,475000.0
Volkswagen,2.0,Manual,120000.0,2016.0,Diesel,1498.0,20.14,88.0,Volkswagen Polo,5.0,Hatchback,425000.0
Honda,2.0,Manual,120000.0,2011.0,Petrol,1497.0,17.0,118.0,Honda City,5.0,Sedan,320000.0
Hyundai,2.0,Manual,90000.0,2019.0,Diesel,1186.0,24.0,73.97,Hyundai Grand i10,5.0,Hatchback,500000.0
